0,9606.ENSP00000351671,153,CCL20,0.9999668598175048
1,9606.ENSP00000006053,299,CX3CL1,0.9999159574508668
2,9606.ENSP00000367832,166,CCL7,0.9998944997787476
3,9606.ENSP00000259607,154,CCL21,0.9998937845230104
4,9606.ENSP00000225842,143,CCL1,0.999794900417328
5,9606.ENSP00000296027,306,CXCL5,0.999766767024994
6,9606.ENSP00000293778,305,CXCL16,0.9995630383491516
7,9606.ENSP00000225844,145,CCL13,0.999496340751648
8,9606.ENSP00000286758,304,CXCL13,0.9994476437568665
9,9606.ENSP00000306884,302,CXCL11,0.9994314312934875
10,9606.ENSP00000219235,155,CCL22,0.99934059381485
11,9606.ENSP00000302935,586,IL16,0.9992735981941224
12,9606.ENSP00000375086,158,CCL25,0.9992715716362
13,9606.ENSP00000259631,160,CCL27,0.9992544054985046
14,9606.ENSP00000226317,307,CXCL6,0.9992297887802124
15,9606.ENSP00000379110,300,CXCL1,0.9991914629936218
16,9606.ENSP00000484078,147,CCL15,0.9991457462310792
17,9606.ENSP00000400533,157,CCL24,0.9991450309753418
18,9606.ENSP00000219244,149,CCL17,0.9991083741188048
19,9606.ENSP00000354901,309,CXCL9,0.9991016387939452
20,9606.ENSP00000259206,607,IL1RN,0.9989632368087769
21,9606.ENSP00000302234,144,CCL11,0.9987371563911438
22,9606.ENSP00000455897,778,MRC1,0.99835866689682
23,9606.ENSP00000378365,159,CCL26,0.9982505440711976
24,9606.ENSP00000304915,583,IL13,0.9981921315193176
25,9606.ENSP00000497968,587,IL17A,0.9978971481323242
26,9606.ENSP00000480558,163,CCL3L1,0.9978663325309752
27,9606.ENSP00000245907,112,C3,0.9974074959754944
28,9606.ENSP00000308815,151,CCL19,0.9972067475318908
29,9606.ENSP00000442424,611,IL22,0.9971383810043336
30,9606.ENSP00000483330,164,CCL4L2,0.9970077872276306
31,9606.ENSP00000379111,627,IL4R,0.9965696334838868
32,9606.ENSP00000375795,615,IL24,0.9964877367019652
33,9606.ENSP00000330959,602,IL1R2,0.996266543865204
34,9606.ENSP00000479955,150,CCL18,0.9960917830467224
35,9606.ENSP00000305651,301,CXCL10,0.9960301518440248
36,9606.ENSP00000369554,558,IFNA2,0.9957572817802428
37,9606.ENSP00000264563,580,IL11,0.9950205087661744
38,9606.ENSP00000274520,635,IL9,0.9947540760040284
39,9606.ENSP00000264257,606,IL1RL2,0.9936095476150512
40,9606.ENSP00000302569,241,CLEC7A,0.993315041065216
41,9606.ENSP00000403495,715,LTA,0.9927049279212952
42,9606.ENSP00000349446,64,ARG1,0.9926514029502868
43,9606.ENSP00000356792,1197,XCL1,0.9924483299255372
44,9606.ENSP00000478024,148,CCL16,0.991672933101654
45,9606.ENSP00000354416,161,CCL28,0.990925908088684
46,9606.ENSP00000386380,601,IL1R1,0.990850865840912
47,9606.ENSP00000499459,598,IL19,0.99014014005661
48,9606.ENSP00000296029,875,PF4,0.9893832802772522
49,9606.ENSP00000365435,1136,TNFRSF1B,0.9893472194671632
50,9606.ENSP00000378118,167,CCL8,0.9892648458480836
51,9606.ENSP00000328111,616,IL25,0.9881027340888976
52,9606.ENSP00000263326,624,IL37,0.988041877746582
53,9606.ENSP00000474412,165,CCL5,0.9867947697639464
54,9606.ENSP00000412237,577,IL10,0.9864823818206788
