0,9606.ENSP00000351671,153,CCL20,0.9996671676635742
1,9606.ENSP00000302234,144,CCL11,0.9987499713897704
2,9606.ENSP00000386380,601,IL1R1,0.9983569979667664
3,9606.ENSP00000296027,306,CXCL5,0.9982877373695374
4,9606.ENSP00000006053,299,CX3CL1,0.9980646967887878
5,9606.ENSP00000321345,614,IL23R,0.9975239634513856
6,9606.ENSP00000219244,149,CCL17,0.9974789023399352
7,9606.ENSP00000225842,143,CCL1,0.9973311424255372
8,9606.ENSP00000337432,590,IL17F,0.9964022636413574
9,9606.ENSP00000225844,145,CCL13,0.9962671399116516
10,9606.ENSP00000339804,1163,TSLP,0.9957292675971984
11,9606.ENSP00000378365,159,CCL26,0.9953368306159972
12,9606.ENSP00000259206,607,IL1RN,0.9947102069854736
13,9606.ENSP00000290200,579,IL10RB,0.9946585297584534
14,9606.ENSP00000320936,591,IL17RA,0.9945664405822754
15,9606.ENSP00000296870,620,IL3,0.9942734837532043
16,9606.ENSP00000442424,611,IL22,0.9939786195755004
17,9606.ENSP00000259631,160,CCL27,0.9937804341316224
18,9606.ENSP00000263339,599,IL1A,0.9922111034393309
19,9606.ENSP00000270800,612,IL22RA1,0.9920416474342346
20,9606.ENSP00000497968,587,IL17A,0.9913691878318788
21,9606.ENSP00000403495,715,LTA,0.9895783066749572
22,9606.ENSP00000274520,635,IL9,0.9880763292312622
23,9606.ENSP00000328111,616,IL25,0.9870240688323976
24,9606.ENSP00000356713,563,IFNGR1,0.9860158562660216
25,9606.ENSP00000288167,592,IL17RB,0.985439956188202
26,9606.ENSP00000295981,593,IL17RC,0.9853352308273317
27,9606.ENSP00000300134,1079,STAT6,0.9849870800971984
28,9606.ENSP00000499459,598,IL19,0.9849765300750732
29,9606.ENSP00000264563,580,IL11,0.9840245842933656
30,9606.ENSP00000286758,304,CXCL13,0.983526885509491
31,9606.ENSP00000306512,308,CXCL8,0.9835246801376344
32,9606.ENSP00000227752,578,IL10RA,0.9832784533500672
