0,9606.ENSP00000006053,299,CX3CL1,0.9999992847442628
1,9606.ENSP00000296027,306,CXCL5,0.999990701675415
2,9606.ENSP00000378365,159,CCL26,0.9999765157699584
3,9606.ENSP00000367832,166,CCL7,0.9999589920043944
4,9606.ENSP00000302234,144,CCL11,0.999953269958496
5,9606.ENSP00000302935,586,IL16,0.999947428703308
6,9606.ENSP00000379110,300,CXCL1,0.9999449253082277
7,9606.ENSP00000259631,160,CCL27,0.9999226331710817
8,9606.ENSP00000225844,145,CCL13,0.999885320663452
9,9606.ENSP00000225842,143,CCL1,0.9998700618743896
10,9606.ENSP00000306884,302,CXCL11,0.999865174293518
11,9606.ENSP00000219244,149,CCL17,0.9998241066932678
12,9606.ENSP00000261796,588,IL17B,0.9997759461402892
13,9606.ENSP00000328111,616,IL25,0.9996362924575806
14,9606.ENSP00000378118,167,CCL8,0.9995653033256532
15,9606.ENSP00000219235,155,CCL22,0.99945729970932
16,9606.ENSP00000484078,147,CCL15,0.9992936849594116
17,9606.ENSP00000293778,305,CXCL16,0.9992363452911376
18,9606.ENSP00000351671,153,CCL20,0.9990226030349731
19,9606.ENSP00000400533,157,CCL24,0.9989866614341736
20,9606.ENSP00000474412,165,CCL5,0.9989672899246216
21,9606.ENSP00000403495,715,LTA,0.998669981956482
22,9606.ENSP00000375086,158,CCL25,0.998164713382721
23,9606.ENSP00000320936,591,IL17RA,0.9978710412979126
24,9606.ENSP00000259607,154,CCL21,0.9977518916130066
25,9606.ENSP00000337432,590,IL17F,0.9973663687705994
26,9606.ENSP00000308815,151,CCL19,0.9972497820854188
27,9606.ENSP00000379140,303,CXCL12,0.9966368675231934
28,9606.ENSP00000321345,614,IL23R,0.9966052770614624
29,9606.ENSP00000226317,307,CXCL6,0.9963209629058838
30,9606.ENSP00000499459,598,IL19,0.9960886240005492
31,9606.ENSP00000363157,1146,TNFSF15,0.9956120252609252
32,9606.ENSP00000255030,268,CRP,0.995361864566803
33,9606.ENSP00000362108,686,LCN2,0.9940189123153688
34,9606.ENSP00000286758,304,CXCL13,0.9936848282814026
35,9606.ENSP00000356792,1197,XCL1,0.9934104084968568
36,9606.ENSP00000369554,558,IFNA2,0.9932608008384703
37,9606.ENSP00000225275,777,MPO,0.9924762845039368
38,9606.ENSP00000355627,28,AGT,0.9922761321067809
39,9606.ENSP00000296028,909,PPBP,0.9917471408843994
40,9606.ENSP00000483330,164,CCL4L2,0.9905748963356018
41,9606.ENSP00000218388,1112,TIMP1,0.9882891178131104
42,9606.ENSP00000314976,610,IL20RA,0.9880568981170654
43,9606.ENSP00000270800,612,IL22RA1,0.9860869050025941
44,9606.ENSP00000274520,635,IL9,0.9858009219169616
45,9606.ENSP00000356438,947,PTGS2,0.9842313528060912
46,9606.ENSP00000250378,244,CMA1,0.9809046387672424
47,9606.ENSP00000264563,580,IL11,0.9787980914115906
48,9606.ENSP00000442424,611,IL22,0.9770236611366272
49,9606.ENSP00000378408,490,GPT,0.9768027067184448
50,9606.ENSP00000221515,972,RETN,0.9758753776550292
51,9606.ENSP00000384906,997,SAA1,0.9744016528129578
52,9606.ENSP00000263326,624,IL37,0.971318542957306
53,9606.ENSP00000295981,593,IL17RC,0.9703208208084106
54,9606.ENSP00000354416,161,CCL28,0.9678581953048706
55,9606.ENSP00000299855,772,MMP3,0.965969443321228
56,9606.ENSP00000223095,1021,SERPINE1,0.9648761153221129
57,9606.ENSP00000225831,152,CCL2,0.9645154476165771
58,9606.ENSP00000222390,517,HGF,0.963775098323822
59,9606.ENSP00000481357,156,CCL23,0.961379051208496
60,9606.ENSP00000389326,4,ACE2,0.9601611495018004
61,9606.ENSP00000389814,20,ADIPOQ,0.9559391736984252
62,9606.ENSP00000306512,308,CXCL8,0.9552201628684998
63,9606.ENSP00000458585,766,MMP12,0.9524149298667908
64,9606.ENSP00000478024,148,CCL16,0.9521316289901732
65,9606.ENSP00000331736,1004,SELE,0.951598584651947
66,9606.ENSP00000233954,605,IL1RL1,0.9515658617019652
67,9606.ENSP00000415743,187,CD36,0.9507627487182616
68,9606.ENSP00000497968,587,IL17A,0.9486418962478638
69,9606.ENSP00000305651,301,CXCL10,0.941569447517395
70,9606.ENSP00000369581,561,IFNB1,0.9413429498672484
71,9606.ENSP00000264498,429,FGF2,0.93525367975235
72,9606.ENSP00000296980,613,IL22RA2,0.9351357221603394
73,9606.ENSP00000312652,689,LEP,0.934475600719452
74,9606.ENSP00000365435,1136,TNFRSF1B,0.9338539242744446
75,9606.ENSP00000375795,615,IL24,0.9321337342262268
76,9606.ENSP00000215754,762,MIF,0.9274569749832152
77,9606.ENSP00000322788,764,MMP1,0.9267195463180542
78,9606.ENSP00000354901,309,CXCL9,0.9192356467247008
79,9606.ENSP00000262345,582,IL12RB2,0.9123643636703492
